time;weather_wmo code;temperature_max;temperature_min;temperature_mean;precipitation_sum (mm);rain_sum (mm);wind_speed_10m_max (km/h);wind_gusts_10m_max (km/h)
2015-01-07T00:00;53;27;22,3;24,5;1,3;1,3;22,3;34,6
2015-01-08T00:00;2;28,8;22;25,4;0;0;16,8;29,2
2015-01-09T00:00;63;30,4;22,8;26,3;8,7;8,7;21,3;41
2015-01-10T00:00;2;29,1;21,5;25,6;0;0;20,8;28,1
2015-01-11T00:00;51;30,1;24,6;27,2;0,1;0,1;17,3;22
2015-01-12T00:00;1;32,7;22,4;27,7;0;0;29,7;29,5
2015-01-13T00:00;63;23,9;22,5;23,1;37,9;37,9;32,9;48,2
2015-01-14T00:00;2;26,9;19,9;23,7;0;0;23,2;33,5
2015-01-15T00:00;51;24,3;19,4;22,2;1,5;1,5;27,7;43,6
2015-01-16T00:00;1;29,2;21,6;25,4;0;0;22,3;36
2015-01-17T00:00;63;24,6;19,4;21,8;6;6;26,6;41
2015-01-18T00:00;51;26,4;19;22,8;0,2;0,2;21;34,6
2015-01-19T00:00;65;24,4;20,6;23,2;26,5;26,5;30,3;49
2015-01-20T00:00;3;22;16,4;19,3;0;0;31,9;50,4
2015-01-21T00:00;1;23,2;17,2;20,1;0;0;22,9;32,8
2015-01-22T00:00;1;25,8;19,2;22,3;0;0;23,8;38,5
2015-01-23T00:00;1;26,2;20,2;23,1;0;0;24,9;37,4
2015-01-24T00:00;1;27,5;20,9;24,1;0;0;14,5;22,7
2015-01-25T00:00;1;30;21,1;25,7;0;0;12,1;19,1
2015-01-26T00:00;1;30,8;22,9;27,1;0;0;15,1;25,9
2015-01-27T00:00;51;30,8;25,5;27,9;0,5;0,5;16;26,6
2015-01-28T00:00;63;27,3;19,4;23,1;16,9;16,9;32,4;49,3
2015-01-29T00:00;1;22,8;15;19,1;0;0;28,9;42,8
2015-01-30T00:00;2;22,7;16,1;19,8;0;0;21,6;29,9
2015-01-31T00:00;0;26;19;22,4;0;0;21,3;33,5
2015-02-01T00:00;0;27,2;20,6;23,7;0;0;20,6;34,6
2015-02-02T00:00;1;27,6;21,7;24,5;0;0;23,5;37,1
2015-02-03T00:00;1;27,8;22,6;24,9;0;0;25,4;39,2
2015-02-04T00:00;61;27,8;22,4;24,9;5,2;5,2;24,5;34,9
2015-02-05T00:00;53;28,5;23,4;25,6;1,1;1,1;19,2;30,6
2015-02-06T00:00;0;29;23,3;25,9;0;0;19,3;29,5
2015-02-07T00:00;1;28,9;22,4;25,8;0;0;19,5;32,8
2015-02-08T00:00;51;30,4;23,1;26,3;0,1;0,1;19,1;31,3
2015-02-09T00:00;51;30,5;21,6;25,9;0,2;0,2;33,4;51,8
2015-02-10T00:00;61;25,5;19,2;22,3;2,4;2,4;27,7;48,6
2015-02-11T00:00;0;29,2;18;24;0;0;16,1;22
2015-02-12T00:00;51;31,3;21,1;25,5;0,3;0,3;30,8;48,6
2015-02-13T00:00;1;24,3;16,2;20,5;0;0;30,1;44,3
2015-02-14T00:00;2;24,6;19;21,4;0;0;29,7;46,4
2015-02-15T00:00;1;26,3;20;22,9;0;0;29,2;44,6
2015-02-16T00:00;2;26,9;21,2;23,9;0;0;26,5;40
2015-02-17T00:00;1;29;21,8;25,1;0;0;19,7;30,2
2015-02-18T00:00;63;28,1;21,1;24,2;10,8;10,8;31,2;40
2015-02-19T00:00;51;22,1;16,6;19,5;0,2;0,2;33,4;50
2015-02-20T00:00;2;21,8;13,3;17,9;0;0;25,2;38,9
2015-02-21T00:00;53;24,4;18,2;21,1;1,3;1,3;18,9;29,9
2015-02-22T00:00;1;27,5;20,2;23,5;0;0;13,8;22,7
2015-02-23T00:00;0;29,1;21,3;25,2;0;0;12,7;21,6
2015-02-24T00:00;0;30,4;23,1;26,3;0;0;17;24,8
2015-02-25T00:00;53;27,5;22,6;24,9;1,5;1,5;28,2;47,2
2015-02-26T00:00;51;27,2;21,7;23,8;1,2;1,2;26,5;44,3
2015-02-27T00:00;51;26,1;18,7;22,2;0,2;0,2;28,8;45,4
2015-02-28T00:00;1;23,6;16,8;20,2;0;0;23,2;41
2015-03-01T00:00;51;26,9;20,8;23,1;0,5;0,5;21,9;34,6
2015-03-02T00:00;61;28,8;20,7;24,6;4,1;4,1;18,4;28,4
2015-03-03T00:00;63;25,7;22,5;23,4;27,3;27,3;19,9;32,4
2015-03-04T00:00;63;26,5;20,9;23,6;9,8;9,8;16,8;27
2015-03-05T00:00;2;24,9;18,9;22,2;0;0;17,9;27,4
2015-03-06T00:00;0;27;20,3;23,3;0;0;17,4;25,2
2015-03-07T00:00;0;27,4;20,6;23,8;0;0;20,8;30,6
2015-03-08T00:00;0;27,5;20,7;23,9;0;0;17,1;26,6
2015-03-09T00:00;1;27,5;19,5;24,1;0;0;21,7;33,1
2015-03-10T00:00;51;28,1;23,6;25,4;0,1;0,1;19,5;29,2
2015-03-11T00:00;0;28,3;22,9;25,3;0;0;17,3;25,2
2015-03-12T00:00;0;28,8;21,5;25,1;0;0;13,8;23
2015-03-13T00:00;0;29,6;21,6;25,4;0;0;19,6;31,7
2015-03-14T00:00;51;27,4;20,7;23,7;1,2;1,2;28,4;42,1
2015-03-15T00:00;3;25,9;18,8;21,9;0;0;22,9;36
2015-03-16T00:00;0;27,2;20,1;23,3;0;0;19,5;29,9
2015-03-17T00:00;0;30,5;22,7;26;0;0;20,6;28,4
2015-03-18T00:00;1;28,9;22,8;25,6;0;0;20,2;29,9
2015-03-19T00:00;0;28,2;21,8;24,7;0;0;19,1;29,5
2015-03-20T00:00;1;31,4;21;25,7;0;0;42;64,4
2015-03-21T00:00;3;20,8;13,5;17,5;0;0;36,7;63
2015-03-22T00:00;2;19,7;13,7;17,2;0;0;18,7;32,8
2015-03-23T00:00;3;20,4;14,8;17,9;0;0;15,9;23,4
2015-03-24T00:00;51;20,8;17,2;18,8;0,6;0,6;15,1;30,6
2015-03-25T00:00;53;21,6;15,9;18,1;1,8;1,8;18,7;26,6
2015-03-26T00:00;2;21,6;12,8;17,3;0;0;19,6;31,3
2015-03-27T00:00;1;21,4;13,3;17,5;0;0;11;21,2
2015-03-28T00:00;0;22,5;15,7;18,9;0;0;13,6;23
2015-03-29T00:00;0;25,9;17,4;21,2;0;0;13,7;23,4
2015-03-30T00:00;51;25,8;18,6;22,1;0,1;0,1;12,5;16,9
2015-03-31T00:00;2;24,2;16,6;20,6;0;0;20,6;31
2015-04-01T00:00;0;26,1;17;21,1;0;0;20,4;33,1
2015-04-02T00:00;0;28,3;17,6;22,6;0;0;21,8;35,6
2015-04-03T00:00;1;29,3;19,3;23,8;0;0;21,9;36
2015-04-04T00:00;53;24,5;19,4;21,7;1,9;1,9;21,3;34,2
2015-04-05T00:00;2;24,1;15,2;20,1;0;0;31,3;47,9
2015-04-06T00:00;3;18,8;12,2;15,5;0;0;27;45,7
2015-04-07T00:00;1;22,2;15;18,2;0;0;21,1;33,1
2015-04-08T00:00;2;23,8;16,8;19,9;0;0;18,7;31,7
2015-04-09T00:00;0;25,8;16,2;20,5;0;0;11,3;19,1
2015-04-10T00:00;51;27,8;18,7;22,6;0,3;0,3;19,5;20,5
2015-04-11T00:00;61;21,6;18;19,5;11,2;11,2;25,5;39,2
2015-04-12T00:00;1;22,6;16,6;19,4;0;0;22;33,1
2015-04-13T00:00;1;26,9;19,4;22,6;0;0;23,1;33,8
2015-04-14T00:00;3;24,1;19,7;21,9;0;0;19,2;31,3
2015-04-15T00:00;51;22,4;19,2;20,3;0,3;0,3;33,6;50
2015-04-16T00:00;51;23,8;18,4;20,9;0,3;0,3;30,3;46,4
2015-04-17T00:00;63;21,4;15,7;18,8;15,7;15,7;31;49
2015-04-18T00:00;0;22,4;12,8;17,3;0;0;24,2;36,7
2015-04-19T00:00;1;23,1;15,7;19,3;0;0;24,1;36
2015-04-20T00:00;1;21,6;14,2;18,2;0;0;19,1;28,8
2015-04-21T00:00;1;20,5;12;16,3;0;0;12,6;20,2
2015-04-22T00:00;0;20,7;11,5;16,1;0;0;11,9;15,8
2015-04-23T00:00;0;22,5;13,7;17,7;0;0;13,3;25,2
2015-04-24T00:00;0;24,9;14,2;19,1;0;0;15,8;26,3
2015-04-25T00:00;0;25,4;15,8;20,2;0;0;18,5;26,6
2015-04-26T00:00;2;24,8;17,1;20,7;0;0;19,1;28,8
2015-04-27T00:00;1;23,2;17,2;20,1;0;0;25,8;37,8
2015-04-28T00:00;3;20,2;17,7;18,5;0;0;32,2;49
2015-04-29T00:00;53;17,9;15,9;16,7;7,8;7,8;30,8;49,7
2015-04-30T00:00;51;20,3;15,7;17,5;1,1;1,1;22,9;37,4
2015-05-01T00:00;53;20,8;16;18,2;1,2;1,2;22,9;33,1
2015-05-02T00:00;63;19,1;12,9;16,8;27,8;27,8;30,1;45,7
2015-05-03T00:00;0;15,2;8,7;11,8;0;0;29,2;46,8
2015-05-04T00:00;0;18,5;7,9;12,6;0;0;16,5;27
2015-05-05T00:00;1;19,6;8,8;14;0;0;12,3;18,4
2015-05-06T00:00;3;14,5;10,4;12,3;0;0;28,8;44,6
2015-05-07T00:00;3;14,3;9;11,7;0;0;15,4;27,4
2015-05-08T00:00;1;18;11,3;14,1;0;0;18,7;31
2015-05-09T00:00;1;18;10,7;14,6;0;0;16,8;25,2
2015-05-10T00:00;1;17,6;12,4;14,7;0;0;16,6;29,5
2015-05-11T00:00;3;17,5;12,2;14,9;0;0;17,6;27,7
2015-05-12T00:00;3;18,9;13,8;16;0;0;20,4;32
2015-05-13T00:00;2;19,1;14,1;16,1;0;0;20,6;30,6
2015-05-14T00:00;3;20,7;15;17,4;0;0;13,5;19,1
2015-05-15T00:00;1;22;16,6;18,8;0;0;16,9;26,3
2015-05-16T00:00;1;23,3;16,8;19,7;0;0;17,3;24,5
2015-05-17T00:00;2;23;18,2;20,3;0;0;20,4;31,3
2015-05-18T00:00;51;23,2;19,2;20,5;0,7;0,7;12,4;18
2015-05-19T00:00;2;23,9;18,8;20,9;0;0;13,4;25,6
2015-05-20T00:00;1;23,3;18,2;20,5;0;0;19,4;29,9
2015-05-21T00:00;1;24,3;18,2;20,9;0;0;24,8;40
2015-05-22T00:00;51;24,6;19;21,1;0,4;0,4;21,5;32,4
2015-05-23T00:00;55;20,7;15,3;18,6;3,9;3,9;24,3;42,5
2015-05-24T00:00;1;15,4;11,1;13,5;0;0;24,2;36,4
2015-05-25T00:00;1;17,3;9,2;13,1;0;0;9,4;16,6
2015-05-26T00:00;53;16,2;11,1;13,9;3,8;3,8;19,5;29,9
2015-05-27T00:00;51;16,8;12,8;14,1;0,5;0,5;19,6;27,4
2015-05-28T00:00;2;15,9;11,6;13,7;0;0;20,9;27,7
2015-05-29T00:00;1;15,7;11,4;13,4;0;0;21,7;28,1
2015-05-30T00:00;51;15,7;11;12,9;0,8;0,8;13,4;21,6
2015-05-31T00:00;2;18,4;10,4;13,8;0;0;13,3;20,5
2015-06-01T00:00;2;19,5;12,1;15,3;0;0;19,2;31,7
2015-06-02T00:00;1;19,7;12,4;15,9;0;0;28,8;41,8
2015-06-03T00:00;1;21;13,3;16,8;0;0;28,7;43,6
2015-06-04T00:00;2;18,5;9,2;14;0;0;14;25,6
2015-06-05T00:00;51;22,4;16,5;19,2;1,1;1,1;22,2;34,6
2015-06-06T00:00;61;19,7;14,7;18,6;12,5;12,5;26,6;40,7
2015-06-07T00:00;1;18,9;11,8;14,7;0;0;11,9;21,2
2015-06-08T00:00;0;17,2;9,5;13,4;0;0;20,5;30,2
2015-06-09T00:00;53;15,1;12,7;13,8;4,3;4,3;22,3;36,4
2015-06-10T00:00;3;14,3;10;11,9;0;0;17,7;28,1
2015-06-11T00:00;1;14,2;7,6;10,1;0;0;28,8;44,6
2015-06-12T00:00;0;14,7;6;9,6;0;0;22,1;33,1
2015-06-13T00:00;2;13,9;7,3;10,1;0;0;19,9;32,8
2015-06-14T00:00;51;14,5;7;10,5;0,1;0,1;33,8;53,6
2015-06-15T00:00;0;14,9;5,3;9,8;0;0;26,7;41
2015-06-16T00:00;0;17,7;8,8;12,6;0;0;27,7;42,1
2015-06-17T00:00;1;14,9;8,1;11,4;0;0;27,7;40
2015-06-18T00:00;0;9,7;3,1;6,5;0;0;25,7;38,9
2015-06-19T00:00;1;10,7;2,6;6,8;0;0;27,4;41,4
2015-06-20T00:00;1;13;6;9;0;0;27,8;45,4
2015-06-21T00:00;0;15;4,3;9,4;0;0;12;16,6
2015-06-22T00:00;51;12,3;6,5;9,1;0,1;0,1;22;36,7
2015-06-23T00:00;1;9,7;2,9;6,4;0;0;19,1;33,5
2015-06-24T00:00;3;13,3;5,7;9,3;0;0;24,4;39,2
2015-06-25T00:00;53;17;12,3;14,1;2,3;2,3;22,7;33,1
2015-06-26T00:00;2;18,5;13,3;15,4;0;0;19,5;30,6
2015-06-27T00:00;53;18;14,6;16;3,5;3,5;16;29,5
2015-06-28T00:00;61;17,8;15,6;16,5;9;9;19,3;32,4
2015-06-29T00:00;51;18,1;12,6;16;2;2;14,1;19,4
2015-06-30T00:00;3;16,2;10,7;12,7;0;0;18,3;30,2
2015-07-01T00:00;3;12,9;9,2;10,7;0;0;20,1;29,9
2015-07-02T00:00;3;14,1;10,2;11,7;0;0;20,6;30,6
2015-07-03T00:00;51;11;8,5;9,9;0,4;0,4;34,9;53,6
2015-07-04T00:00;1;9,6;4,2;7,1;0;0;25,8;41,8
2015-07-05T00:00;1;12;6,2;8,8;0;0;29,9;47,2
2015-07-06T00:00;3;14,4;7,9;11,2;0;0;21,7;34,2
2015-07-07T00:00;2;14,9;5,6;10,3;0;0;10,9;18
2015-07-08T00:00;1;15,3;6,2;10,7;0;0;16,6;26,3
2015-07-09T00:00;3;15,9;9,2;12,5;0;0;15,6;24,1
2015-07-10T00:00;51;15,8;11,2;13,4;0,4;0,4;17,1;23,4
2015-07-11T00:00;51;15,2;10,6;12,7;0,2;0,2;22,2;31
2015-07-12T00:00;61;17,2;12,8;14,7;7,4;7,4;19,8;23,8
2015-07-13T00:00;53;14,7;8,1;11,4;1,1;1,1;25,6;38,2
2015-07-14T00:00;1;12,6;6,1;8,7;0;0;21,3;34,9
2015-07-15T00:00;1;13,2;3;8,3;0;0;17,3;27,7
2015-07-16T00:00;3;12,6;5,4;9,4;0;0;18,4;28,8
2015-07-17T00:00;2;14,7;6,3;10,7;0;0;19,9;29,9
2015-07-18T00:00;3;15,5;10,8;13,1;0;0;22;33,1
2015-07-19T00:00;51;16;10,1;13,3;1;1;22,3;33,1
2015-07-20T00:00;3;11,2;7,1;9,1;0;0;27,4;45
2015-07-21T00:00;2;10,4;3,2;7,2;0;0;15,1;21,2
2015-07-22T00:00;1;13,7;5,3;9,3;0;0;17,6;27
2015-07-23T00:00;3;13,5;7,7;10,1;0;0;10,8;16,2
2015-07-24T00:00;2;14,6;4,3;9,9;0;0;11,3;20,9
2015-07-25T00:00;3;16,8;9,9;13,1;0;0;21,4;28,8
2015-07-26T00:00;2;18;12,1;14,7;0;0;24,9;34,9
2015-07-27T00:00;1;19,1;12,3;15,4;0;0;25;38,5
2015-07-28T00:00;51;22,7;14,9;18;0,9;0,9;23,1;31,3
2015-07-29T00:00;51;17,7;13;16;1;1;24,9;34,9
2015-07-30T00:00;63;17,6;12;15,1;14,8;14,8;32,2;58
2015-07-31T00:00;65;19,4;12,8;17,2;27,6;27,6;31,8;65,9
2015-08-01T00:00;1;16,3;8,3;13,1;0;0;24,7;35,6
2015-08-02T00:00;51;18,5;12,9;15,3;0,1;0,1;14,4;26,6
2015-08-03T00:00;1;18;10,8;13,9;0;0;15,2;22
2015-08-04T00:00;1;15,9;10,4;12,9;0;0;29,2;45,4
2015-08-05T00:00;53;18;11,9;15;1,3;1,3;30,8;41
2015-08-06T00:00;63;20,4;16,4;18,3;18,4;18,4;37,2;56,9
2015-08-07T00:00;61;19,1;13,4;17;3,8;3,8;30,5;42,5
2015-08-08T00:00;63;21,4;12,5;16;6,6;6,6;33,1;50,8
2015-08-09T00:00;63;21,3;13,3;17,4;23,6;23,6;27;46,8
2015-08-10T00:00;63;13,1;10,4;11,5;37,7;37,7;36;54,4
2015-08-11T00:00;51;14,2;11;12,4;0,2;0,2;20;31,3
2015-08-12T00:00;63;12,2;10,1;11,2;12,7;12,7;42,6;64,1
2015-08-13T00:00;55;13;11,5;12,2;5,5;5,5;40,9;60,5
2015-08-14T00:00;51;11,6;10,2;10,9;2,3;2,3;16;24,8
2015-08-15T00:00;51;15;7,7;11,3;0,3;0,3;17,4;25,2
2015-08-16T00:00;3;15;7,6;11,4;0;0;14,1;23
2015-08-17T00:00;55;15,3;10,9;12,9;1,7;1,7;14,8;28,1
2015-08-18T00:00;3;18,6;9,5;13,9;0;0;18,1;26,6
2015-08-19T00:00;3;13,6;7,9;11,1;0;0;24,7;36,4
2015-08-20T00:00;51;14,5;9,3;12;0,2;0,2;21,8;35,3
2015-08-21T00:00;2;16,9;10,8;13,7;0;0;18;30,6
2015-08-22T00:00;51;18,5;12,6;14,9;0,2;0,2;26,3;37,1
2015-08-23T00:00;3;12,4;8,7;10,4;0;0;34;53,3
2015-08-24T00:00;1;12,8;6,6;9,9;0;0;17,6;27
2015-08-25T00:00;1;17,4;9,5;13,2;0;0;24,2;37,1
2015-08-26T00:00;53;19,5;13,5;16,1;1,8;1,8;20,5;32,4
2015-08-27T00:00;1;17,8;11,3;14,3;0;0;24,9;37,4
2015-08-28T00:00;1;20,8;11,6;15,9;0;0;30,1;47,9
2015-08-29T00:00;1;23,3;15,6;18,6;0;0;21,5;30,6
2015-08-30T00:00;51;20,6;14,6;17,3;0,4;0,4;27,9;42,5
2015-08-31T00:00;3;21,3;10,5;16,7;0;0;39,2;60,1
2015-09-01T00:00;3;11,8;6,5;9,3;0;0;33,8;57,2
2015-09-02T00:00;3;12,9;9,4;10,9;0;0;23,8;36,7
2015-09-03T00:00;3;15,1;10;12,1;0;0;13,9;24,8
2015-09-04T00:00;0;17,6;7,9;12,6;0;0;12,5;22,3
2015-09-05T00:00;0;18,6;7,3;13,2;0;0;13,9;20,5
2015-09-06T00:00;1;17,9;10,5;14;0;0;21,4;35,6
2015-09-07T00:00;51;16,8;12;14;0,2;0,2;19,2;30,2
2015-09-08T00:00;1;20,8;11,5;15,6;0;0;16,1;30,6
2015-09-09T00:00;63;13,4;7,9;10,9;16,8;16,8;27,8;41
2015-09-10T00:00;2;14,1;5,6;9,7;0;0;24,9;38,2
2015-09-11T00:00;0;9,9;3,6;7,1;0;0;29,8;47,9
2015-09-12T00:00;0;15,5;5,6;10,5;0;0;20,4;31,7
2015-09-13T00:00;0;19,4;9,2;13,5;0;0;20,6;34,2
2015-09-14T00:00;1;21,4;8,9;15,2;0;0;29,5;45,4
2015-09-15T00:00;1;23;15,4;18,4;0;0;32,2;49,7
2015-09-16T00:00;2;15,1;9,7;12,7;0;0;28,6;43,6
2015-09-17T00:00;1;16,8;10;13,2;0;0;14,3;20,9
2015-09-18T00:00;0;17;8,1;13;0;0;24,5;37,8
2015-09-19T00:00;1;18,3;10,7;14,1;0;0;22,3;34,6
2015-09-20T00:00;51;18,3;11,9;14,6;0,2;0,2;34,2;51,5
2015-09-21T00:00;53;15,8;13,4;14,6;3,2;3,2;33;49,3
2015-09-22T00:00;51;14,9;13,1;13,8;3,7;3,7;40,1;63
2015-09-23T00:00;61;14,4;13,6;14;9;9;33,7;51,8
2015-09-24T00:00;3;17,1;13;14,5;0;0;35,1;52,9
2015-09-25T00:00;61;16,1;11;13,5;7,2;7,2;25,9;38,2
2015-09-26T00:00;3;15,4;11,8;13,6;0;0;14,1;23,4
2015-09-27T00:00;1;19,8;9,7;15;0;0;13,3;21,2
2015-09-28T00:00;53;18;13,3;15,4;1,4;1,4;28,3;47,2
2015-09-29T00:00;1;18,2;10,1;14;0;0;30,1;48,2
2015-09-30T00:00;1;15,9;8;12,3;0;0;19;26,6
2015-10-01T00:00;51;20,4;12,2;15,4;0,4;0,4;25,5;37,8
2015-10-02T00:00;61;15,3;8,5;12,5;5,1;5,1;36,3;54,4
2015-10-03T00:00;3;13,6;3,9;9,2;0;0;24,8;40,7
2015-10-04T00:00;3;14,8;7,2;11,4;0;0;26,7;41
2015-10-05T00:00;3;16,8;11,5;14,4;0;0;25,5;39,6
2015-10-06T00:00;53;17,6;14,1;15,9;3,4;3,4;26,5;37,4
2015-10-07T00:00;53;18,3;12,1;14,8;1,4;1,4;27,7;42,5
2015-10-08T00:00;51;19,1;11,9;14,9;0,1;0,1;31,4;49,3
2015-10-09T00:00;3;15,1;10,3;12,4;0;0;31,6;49,7
2015-10-10T00:00;51;14,6;9,6;12;1,5;1,5;29,6;45,4
2015-10-11T00:00;51;15,3;10,4;12,4;3,7;3,7;26,2;43,9
2015-10-12T00:00;51;16,1;9,4;12,9;0,5;0,5;13,7;24,1
2015-10-13T00:00;3;19,3;11,9;15,6;0;0;18,7;33,1
2015-10-14T00:00;51;18,8;15,1;16,6;0,6;0,6;27,3;42,5
2015-10-15T00:00;51;17,8;12,7;15,5;0,3;0,3;35;55,8
2015-10-16T00:00;0;16,7;8,1;12,5;0;0;21,8;37,4
2015-10-17T00:00;0;16,5;7,5;12,3;0;0;18,1;31
2015-10-18T00:00;1;18,5;9,7;14,1;0;0;20;33,1
2015-10-19T00:00;61;18,9;13,7;16;4,6;4,6;19,8;36
2015-10-20T00:00;53;21,3;13,4;17,2;0,9;0,9;26;40,3
2015-10-21T00:00;1;21,9;12,9;17,6;0;0;15,9;24,8
2015-10-22T00:00;51;22,5;13,8;17,8;0,6;0,6;31,6;47,5
2015-10-23T00:00;2;16,5;8,9;13,1;0;0;28,1;45,7
2015-10-24T00:00;51;16,3;9,1;12,6;0,8;0,8;31,4;49,7
2015-10-25T00:00;51;18,8;12,1;15,3;1,2;1,2;29,2;46,8
2015-10-26T00:00;51;21;15,9;17,9;0,2;0,2;19,7;31
2015-10-27T00:00;53;21,9;15,5;18,3;1,1;1,1;23,2;33,1
2015-10-28T00:00;3;24,8;16,8;20,2;0;0;23,5;36,7
2015-10-29T00:00;61;21,8;17,7;19,4;6,3;6,3;20,4;35,6
2015-10-30T00:00;3;20,2;13,4;17,1;0;0;27,9;45
2015-10-31T00:00;2;18,3;9,4;14,1;0;0;24,7;40
2015-11-01T00:00;3;19,4;12,5;15,9;0;0;24,5;39,2
2015-11-02T00:00;51;19,2;12,7;16,1;0,3;0,3;23,8;36
2015-11-03T00:00;3;21,9;14,8;17,9;0;0;27,4;40
2015-11-04T00:00;2;19,9;13,2;16,2;0;0;28,8;46,4
2015-11-05T00:00;1;21,2;11,2;16,6;0;0;15,6;23,4
2015-11-06T00:00;1;24,3;13,3;19,4;0;0;13,3;19,1
2015-11-07T00:00;1;25,2;16,5;20,9;0;0;21,2;31,3
2015-11-08T00:00;1;25,7;18;21,9;0;0;18,6;32
2015-11-09T00:00;2;26,2;19,2;22,4;0;0;20,2;33,1
2015-11-10T00:00;61;27,3;18,8;22,7;2,4;2,4;18,4;35,6
2015-11-11T00:00;0;26,1;17,2;21,7;0;0;24,1;37,4
2015-11-12T00:00;65;24,7;17,6;21;41,7;41,7;27,7;48,6
2015-11-13T00:00;61;21,5;14,4;18,4;3,9;3,9;39,5;65,9
2015-11-14T00:00;1;24,9;14,2;20;0;0;11,5;18,4
2015-11-15T00:00;1;26,3;18,7;22,5;0;0;20,2;32,4
2015-11-16T00:00;1;25,8;19,6;22,5;0;0;21,1;32,8
2015-11-17T00:00;63;22,9;18,4;20,5;13,4;13,4;20,7;31,3
2015-11-18T00:00;51;21,9;16,4;19,1;0,5;0,5;22,8;36,7
2015-11-19T00:00;63;18,9;13,3;16,6;16,2;16,2;40,1;64,1
2015-11-20T00:00;2;19;10,6;15,3;0;0;28,8;44,3
2015-11-21T00:00;2;22,2;14;18,2;0;0;26,3;44,6
2015-11-22T00:00;3;23,7;15,4;19,5;0;0;24,1;40,7
2015-11-23T00:00;51;22,1;16,6;19;0,1;0,1;25,1;40,7
2015-11-24T00:00;1;21,8;15,6;18,8;0;0;25,8;40,7
2015-11-25T00:00;1;23;16,2;19,9;0;0;26,9;42,5
2015-11-26T00:00;3;24,4;17,5;20,8;0;0;27,9;44,3
2015-11-27T00:00;63;22,9;18;20,2;22,4;22,4;30,3;48,2
2015-11-28T00:00;1;23,2;15;19,2;0;0;27,6;44,6
2015-11-29T00:00;2;24,2;13,1;18,9;0;0;18;29,5
2015-11-30T00:00;1;26,8;16,7;21,9;0;0;14,8;25,9
2015-12-01T00:00;1;27,1;18,6;23,1;0;0;16,6;25,6
2015-12-02T00:00;0;26;19,1;22,6;0;0;28,3;43,6
2015-12-03T00:00;55;25;18,4;21,8;4,6;4,6;23,1;36
2015-12-04T00:00;53;26,1;19,3;22,2;3,1;3,1;15,9;29,9
2015-12-05T00:00;51;24,6;17,9;21,4;0,9;0,9;24,8;37,8
2015-12-06T00:00;1;21,3;11,4;16,7;0;0;25,4;39,6
2015-12-07T00:00;0;23,7;15,2;19,7;0;0;17,7;29,9
2015-12-08T00:00;3;28,2;19,1;23,5;0;0;21,6;37,8
2015-12-09T00:00;3;27,5;18,1;22,9;0;0;16,4;26,3
2015-12-10T00:00;0;32,1;18,8;25,8;0;0;18,4;29,5
2015-12-11T00:00;1;33,3;21,4;27,4;0;0;27,3;45
2015-12-12T00:00;51;31,9;23,5;27,3;0,4;0,4;21,6;35,3
2015-12-13T00:00;55;32;21,7;27;1,4;1,4;12,2;21,6
2015-12-14T00:00;65;26;20,5;23,8;29,6;29,6;20,4;38,2
2015-12-15T00:00;2;26;18,7;22,3;0;0;24,5;37,4
2015-12-16T00:00;1;28,4;18,8;23,3;0;0;26,8;40,3
2015-12-17T00:00;61;26,9;20,3;23,4;4,8;4,8;27,2;41,8
2015-12-18T00:00;3;25,2;18,7;22;0;0;31,2;49
2015-12-19T00:00;0;23,2;14,1;19;0;0;20,6;33,8
2015-12-20T00:00;1;25,3;17;21,3;0;0;21,8;36,4
2015-12-21T00:00;53;27,6;19,7;23,6;0,9;0,9;25,1;38,5
2015-12-22T00:00;63;27,2;22,4;24;7,8;7,8;25,7;39,2
2015-12-23T00:00;51;27,3;21,3;24,5;0,3;0,3;11,9;23,4
2015-12-24T00:00;1;26,8;20,7;23,6;0;0;27;42,5
2015-12-25T00:00;0;28,5;20,3;24,3;0;0;21;32,4
2015-12-26T00:00;0;29;21,4;25,3;0;0;18,5;29,5
2015-12-27T00:00;0;30,9;22,4;26,8;0;0;17,7;27,4
2015-12-28T00:00;1;32,3;23,8;28,2;0;0;14,5;27
2015-12-29T00:00;2;30,5;24,8;27,4;0;0;17,6;28,1
2015-12-30T00:00;51;28,7;23,6;26,1;1,1;1,1;23,7;38,5
2015-12-31T00:00;3;27,8;22,4;25,2;0;0;20,9;35,6
2016-01-01T00:00;51;28;23,2;25,3;0,2;0,2;23,3;40
2016-01-02T00:00;1;29,8;22,8;26,2;0;0;23;36,4
2016-01-03T00:00;3;28,7;22,8;25,6;0;0;24,4;36,7
2016-01-04T00:00;55;27,9;24;25,7;3,6;3,6;21,1;36
2016-01-05T00:00;53;27,7;21,4;24,6;4,3;4,3;34,4;52,2
2016-01-06T00:00;2;26,2;17,8;21,9;0;0;30,3;46,4
2016-01-07T00:00;1;26,3;17,6;22,1;0;0;23,5;38,9
2016-01-08T00:00;51;25,7;20,4;22,8;0,3;0,3;16,7;26,6
2016-01-09T00:00;2;27,1;19,8;23,2;0;0;30,5;49,3
2016-01-10T00:00;61;27,1;21,2;23,2;4,2;4,2;20,5;31,3
2016-01-11T00:00;1;28,4;19;24,2;0;0;11,7;20,2
2016-01-12T00:00;61;29,9;23,4;26,1;2,3;2,3;24,1;41
2016-01-13T00:00;1;27,6;19,6;23,8;0;0;26,2;40
