time;weather_wmo code;temperature_max;temperature_min;temperature_mean;precipitation_sum (mm);rain_sum (mm);wind_speed_10m_max (km/h);wind_gusts_10m_max (km/h)
2012-07-01T00:00;53;20,1;15,1;16,7;4,5;4,5;18,4;27
2012-07-02T00:00;51;15,5;7,7;10,8;3,2;3,2;29;47,9
2012-07-03T00:00;2;10,1;5,5;7,8;0;0;18,5;27,7
2012-07-04T00:00;61;9,9;6,5;8,2;8,5;8,5;16,7;27,7
2012-07-05T00:00;1;10,7;4,3;7,2;0;0;21,5;34,6
2012-07-06T00:00;3;9,8;2,9;5,8;0;0;14;22
2012-07-07T00:00;1;11;2,2;6,3;0;0;27,8;41
2012-07-08T00:00;1;12,1;6,4;8,7;0;0;30,4;51,8
2012-07-09T00:00;0;11,2;4,9;7,8;0;0;19,2;31,7
2012-07-10T00:00;51;9,8;4,5;6,8;0,4;0,4;28,1;56,2
2012-07-11T00:00;51;9,5;1,4;5,6;0,1;0,1;25,1;38,9
2012-07-12T00:00;53;11,9;4,4;7,6;1;1;21,6;34,2
2012-07-13T00:00;1;14,7;7;9,9;0;0;20,1;32,4
2012-07-14T00:00;3;10,1;4;7,2;0;0;26,4;39,6
2012-07-15T00:00;3;7,6;2,9;5,5;0;0;18,6;27,7
2012-07-16T00:00;3;8,1;3,6;5,6;0;0;12,6;20,5
2012-07-17T00:00;0;11,8;2,7;6,5;0;0;14,8;23
2012-07-18T00:00;1;14,7;4,7;8,9;0;0;18,2;32,4
2012-07-19T00:00;1;15,6;4,3;10;0;0;20,5;29,2
2012-07-20T00:00;1;14,6;7,7;11,2;0;0;18,8;27,7
2012-07-21T00:00;2;17,7;9;12,9;0;0;19;30,6
2012-07-22T00:00;2;12,1;6,2;9,3;0;0;13,6;25,9
2012-07-23T00:00;1;13,6;7,5;10;0;0;16;27,4
2012-07-24T00:00;1;11,9;6,8;8,8;0;0;28,3;44,6
2012-07-25T00:00;1;11,5;2;7,1;0;0;25,4;37,4
2012-07-26T00:00;1;13,9;5,9;9,3;0;0;25,1;36,4
2012-07-27T00:00;0;10,5;4,8;7,5;0;0;18,5;27,4
2012-07-28T00:00;0;15,8;6,1;10,1;0;0;21,1;34,9
2012-07-29T00:00;0;11,6;5,4;8,9;0;0;30,9;47,5
2012-07-30T00:00;1;11,2;1,8;6,7;0;0;16,2;26,3
2012-07-31T00:00;51;12,4;5,8;8,9;0,3;0,3;26;38,5
2012-08-01T00:00;51;14,8;10,3;12;0,5;0,5;16,3;28,8
2012-08-02T00:00;63;12,5;7,9;10,7;16,1;16,1;22,8;39,2
2012-08-03T00:00;63;11,9;9,9;10,9;31,4;31,4;24,4;37,4
2012-08-04T00:00;3;12,5;8,5;10,8;0;0;22,7;39,2
2012-08-05T00:00;3;13,3;6;9,5;0;0;11;18
2012-08-06T00:00;3;14,1;7,4;11,1;0;0;23,3;33,5
2012-08-07T00:00;65;16,3;12,5;14,1;33,4;33,4;24;49,7
2012-08-08T00:00;63;13,4;11,2;12;9,3;9,3;29;45,7
2012-08-09T00:00;53;16;11,2;13;4,4;4,4;27,6;41
2012-08-10T00:00;1;18,8;9,3;14,1;0;0;15,3;20,2
2012-08-11T00:00;63;17;13,4;15,2;29,2;29,2;21,4;50
2012-08-12T00:00;61;16,3;8,7;13;2,6;2,6;27,6;42,5
2012-08-13T00:00;1;15,2;4,8;10,5;0;0;24,9;33,8
2012-08-14T00:00;63;15,9;11,3;13,3;27,4;27,4;23;34,9
2012-08-15T00:00;63;16,8;13,8;15,4;21,4;21,4;14,7;41,4
2012-08-16T00:00;51;16,3;13,1;14,8;0,5;0,5;21,2;34,2
2012-08-17T00:00;63;18,7;15,1;16,9;25;25;20,8;36,7
2012-08-18T00:00;65;17,3;13,5;15,5;45;45;26,2;41
2012-08-19T00:00;1;17,2;9,9;13,8;0;0;19,4;30,2
2012-08-20T00:00;51;15,4;12,5;13,9;1,1;1,1;27,3;40,7
2012-08-21T00:00;51;16,8;9,3;13;0,1;0,1;19,1;28,8
2012-08-22T00:00;3;22,1;12,9;17,5;0;0;35;50,8
2012-08-23T00:00;3;24,3;17;21,6;0;0;37,9;58
2012-08-24T00:00;63;15,8;9,2;11,1;18,1;18,1;35;55,4
2012-08-25T00:00;2;11,5;4,7;8,2;0;0;27;40
2012-08-26T00:00;51;10;4,5;7,4;0,2;0,2;20,1;30,6
2012-08-27T00:00;3;11,4;4,4;7,8;0;0;21,3;32,4
2012-08-28T00:00;51;13,3;6,9;10,1;0,6;0,6;21,2;31,3
2012-08-29T00:00;2;15,4;9,6;12,4;0;0;24,9;37,4
2012-08-30T00:00;2;17,5;11,4;14,2;0;0;24,5;37,4
2012-08-31T00:00;1;20,1;10,7;15,5;0;0;10,9;16,2
2012-09-01T00:00;1;21,2;11,7;16,3;0;0;10,3;15,8
2012-09-02T00:00;1;21,3;10,7;15,7;0;0;34,5;53,3
2012-09-03T00:00;51;15,8;9,8;12,6;0,8;0,8;33,4;52,2
2012-09-04T00:00;53;15,8;12,7;14;4,4;4,4;28;46,1
2012-09-05T00:00;3;14;11,1;12,6;0;0;28,4;42,8
2012-09-06T00:00;63;14,8;11,7;13,3;11,3;11,3;31,5;46,8
2012-09-07T00:00;63;18,2;14,4;15,9;33,7;33,7;26,8;58
2012-09-08T00:00;51;19,3;12,3;15,3;0,2;0,2;24,4;37,1
2012-09-09T00:00;51;15,6;9,6;12,5;0,1;0,1;25;41,8
2012-09-10T00:00;2;15,4;11;13,1;0;0;21,5;33,5
2012-09-11T00:00;1;18,9;11,5;14,9;0;0;16,6;31
2012-09-12T00:00;1;21,4;11,9;16,6;0;0;12,1;18,7
2012-09-13T00:00;0;21,8;14,1;17,8;0;0;16,5;28,1
2012-09-14T00:00;0;21,4;15;17,9;0;0;19,9;33,5
2012-09-15T00:00;53;24,4;16,2;19,7;0,8;0,8;18;23,4
2012-09-16T00:00;51;19,2;15,6;17,4;1,4;1,4;31;51,5
2012-09-17T00:00;61;16,7;12,7;14,9;4,3;4,3;36,7;53,3
2012-09-18T00:00;63;15,2;12,1;13,7;30,9;30,9;50,6;89,3
2012-09-19T00:00;63;13,9;9,1;11,3;30,2;30,2;53,1;85,7
2012-09-20T00:00;3;17,5;9,2;12,6;0;0;28,5;46,1
2012-09-21T00:00;1;17,3;8,6;12,7;0;0;24,5;39,2
2012-09-22T00:00;0;19,6;8,1;13,8;0;0;19,5;29,2
2012-09-23T00:00;3;18,8;11,8;15,4;0;0;27;42,8
2012-09-24T00:00;51;16,2;10;14,1;1,1;1,1;37;55,4
2012-09-25T00:00;3;14;5,7;9,7;0;0;33,6;56,2
2012-09-26T00:00;1;13,1;5,2;9,6;0;0;19,4;28,1
2012-09-27T00:00;2;18;9,7;13,9;0;0;31,7;45
2012-09-28T00:00;51;18,8;12,9;15,8;1;1;29,6;43,6
2012-09-29T00:00;51;19,1;14,3;16,3;0,9;0,9;20;25,9
2012-09-30T00:00;2;21,9;14,4;17,8;0;0;17;25,6
2012-10-01T00:00;51;21,6;15,6;18,2;0,3;0,3;19;30,2
2012-10-02T00:00;61;17,5;14,7;16;4,8;4,8;34,7;54
2012-10-03T00:00;51;19,1;13,8;16;0,5;0,5;25,6;35,6
2012-10-04T00:00;2;18;10,7;14,9;0;0;18,1;30,6
2012-10-05T00:00;61;22;14,7;18,1;3,2;3,2;20,1;32
2012-10-06T00:00;65;21,2;17,3;18,8;74,8;74,8;23,7;42,8
2012-10-07T00:00;63;16,9;14,7;15,7;13,3;13,3;29;49,7
2012-10-08T00:00;61;20,7;15,4;17,3;18,7;18,7;23,8;42,5
2012-10-09T00:00;51;21,1;13,9;17,7;0,7;0,7;31,6;50,4
2012-10-10T00:00;3;13,7;8,9;11,5;0;0;34,6;52,2
2012-10-11T00:00;3;16,3;10,6;13,6;0;0;22,1;34,9
2012-10-12T00:00;1;19,6;13,3;16,3;0;0;21,6;35,3
2012-10-13T00:00;0;21,1;14,2;17,6;0;0;22,4;34,9
2012-10-14T00:00;1;22,3;16,2;19,2;0;0;22,1;36,7
2012-10-15T00:00;61;22,4;18,1;19,9;7,9;7,9;22,9;34,9
2012-10-16T00:00;63;18,6;13,7;15,4;44,3;44,3;37,3;61,2
2012-10-17T00:00;51;19,4;14,4;16,4;1,2;1,2;37,2;56,9
2012-10-18T00:00;2;19,3;10,8;15,7;0;0;19,5;27,4
2012-10-19T00:00;53;21,7;15,6;18,1;1,2;1,2;22,1;33,5
2012-10-20T00:00;51;21,7;14,2;18,4;0,2;0,2;13,6;24,5
2012-10-21T00:00;53;22,9;16,1;19,3;2;2;30,9;39,6
2012-10-22T00:00;65;20;15,3;17,7;73,3;73,3;34,9;64,8
2012-10-23T00:00;63;17,8;12,7;14,9;8,1;8,1;36,9;59,4
2012-10-24T00:00;3;21,5;11,9;17;0;0;20,8;34,9
2012-10-25T00:00;2;22,6;12,3;17,9;0;0;14;20,2
2012-10-26T00:00;0;24,8;16,8;20,4;0;0;20,5;29,9
2012-10-27T00:00;1;24,9;16;20,5;0;0;26,8;37,4
2012-10-28T00:00;2;23,3;17,1;20;0;0;21,8;33,1
2012-10-29T00:00;65;21,2;18,1;20;75,4;75,4;29;41,8
2012-10-30T00:00;55;21,4;15,2;17,8;2;2;36,4;56,2
2012-10-31T00:00;3;20,5;14,8;17,4;0;0;16,2;24,1
2012-11-01T00:00;3;25,4;14,6;19,8;0;0;11,6;17,3
2012-11-02T00:00;0;26,2;15,4;21;0;0;10,6;16,6
2012-11-03T00:00;1;27,2;18,9;23;0;0;17,8;27
2012-11-04T00:00;2;24,3;18,1;21,1;0;0;18,4;29,5
2012-11-05T00:00;0;28,7;19,7;23,9;0;0;12,3;19,4
2012-11-06T00:00;0;30,5;20,1;25,5;0;0;15,1;24,8
2012-11-07T00:00;0;31;22,3;26,6;0;0;18,5;30,6
2012-11-08T00:00;1;31,1;23;26,9;0;0;24,9;36,4
2012-11-09T00:00;63;26,4;14,5;21,7;16,7;16,7;43,6;69,5
2012-11-10T00:00;51;18,1;11,9;15,1;0,8;0,8;35,8;58,3
2012-11-11T00:00;61;19,1;14,2;16,3;5;5;29,6;45
2012-11-12T00:00;51;19,3;12,9;16,2;0,1;0,1;24;38,2
2012-11-13T00:00;2;20,4;13,2;17,1;0;0;26,4;38,9
2012-11-14T00:00;3;20,8;15,2;18;0;0;23,5;33,8
2012-11-15T00:00;2;22,1;16,7;19,3;0;0;20,9;31,7
2012-11-16T00:00;1;24,2;17,4;20,5;0;0;21,9;30,2
2012-11-17T00:00;3;24,7;19,1;21,7;0;0;18,2;27,4
2012-11-18T00:00;63;25,5;19,4;21,6;7,4;7,4;18,3;29,2
2012-11-19T00:00;2;26,3;16,8;22,1;0;0;12,6;20,5
2012-11-20T00:00;2;26,5;17,8;22,6;0;0;23,8;34,9
2012-11-21T00:00;1;29,6;20,7;25;0;0;30,1;38,2
2012-11-22T00:00;63;24,8;19,3;21,7;19,9;19,9;27,6;42,8
2012-11-23T00:00;51;22;14,5;18,2;0,2;0,2;23,1;36,4
2012-11-24T00:00;1;24,1;14,5;19,2;0;0;29,2;44,6
2012-11-25T00:00;51;20,8;14,3;17,7;0,2;0,2;28,6;45
2012-11-26T00:00;51;22,7;17,5;19,7;1,3;1,3;21,3;38,2
2012-11-27T00:00;1;29,3;18,2;23,4;0;0;19,2;36,4
2012-11-28T00:00;51;25,2;18,1;21;0,8;0,8;35;51,8
2012-11-29T00:00;2;22,5;16,7;19,5;0;0;34,9;55,8
2012-11-30T00:00;61;26,5;18,9;21,7;6,7;6,7;29,8;47,2
2012-12-01T00:00;1;27,6;16;22;0;0;14;24,1
2012-12-02T00:00;1;29,5;18,7;24,4;0;0;17,8;28,4
2012-12-03T00:00;61;29,1;21,7;25,6;2,2;2,2;24,2;32,8
2012-12-04T00:00;61;27,1;21,5;24;5,6;5,6;23,8;30,2
2012-12-05T00:00;55;27,7;22,1;24,6;4;4;21,5;33,8
2012-12-06T00:00;65;26;22,6;24;60,5;60,5;29,1;51,1
2012-12-07T00:00;65;24;17,3;20,4;12,9;12,9;40,8;69,1
2012-12-08T00:00;0;27,3;16,1;21,8;0;0;25,3;38,9
2012-12-09T00:00;0;29,1;17,9;23,7;0;0;18,8;29,5
2012-12-10T00:00;63;26,9;21,4;23,1;19,6;19,6;22,7;56,5
2012-12-11T00:00;0;27,1;16,8;22,4;0;0;19,4;52,6
2012-12-12T00:00;1;29,4;20;24,8;0;0;20,2;34,6
2012-12-13T00:00;0;26,8;18,5;23,2;0;0;24;37,1
2012-12-14T00:00;51;27,9;20,5;24;0,7;0,7;24,7;40,3
2012-12-15T00:00;2;30,1;21,4;26,1;0;0;18,9;31
2012-12-16T00:00;55;27,7;23,7;25,4;3,1;3,1;17,9;49,7
2012-12-17T00:00;51;23,4;18,4;21,3;0,2;0,2;24,7;38,5
2012-12-18T00:00;53;22,4;15,4;19,8;3,2;3,2;25,4;36
2012-12-19T00:00;61;26,7;19,8;23,1;9,1;9,1;28,7;42,1
2012-12-20T00:00;65;25;20,7;22,5;31;31;36,5;51,1
2012-12-21T00:00;1;26;16,7;21,8;0;0;17;31,7
2012-12-22T00:00;0;27,9;19,2;23,5;0;0;23,9;39,2
2012-12-23T00:00;2;29;20,6;24,8;0;0;22,9;34,6
2012-12-24T00:00;53;32,9;25,4;28,9;0,9;0,9;27,9;43,6
2012-12-25T00:00;53;29,7;18,8;23,4;3,1;3,1;37,4;75,2
2012-12-26T00:00;1;23;15,4;19,5;0;0;27,2;43,2
2012-12-27T00:00;2;22,3;15,9;19,7;0;0;18,2;25,2
2012-12-28T00:00;1;26,1;18,2;22,2;0;0;22,7;38,9
2012-12-29T00:00;2;28,1;18,7;24;0;0;17,7;29,5
2012-12-30T00:00;0;30,6;22;26,5;0;0;23,5;36,4
2012-12-31T00:00;65;30,3;20,8;26;11,2;11,2;34,5;52,9
2013-01-01T00:00;3;19,8;12,5;16,8;0;0;36,6;56,5
2013-01-02T00:00;3;20,9;13,3;17,4;0;0;18,4;26,3
2013-01-03T00:00;0;24,8;16,6;20,9;0;0;21,7;37,1
2013-01-04T00:00;63;28,4;20,4;24,1;4,7;4,7;17,9;33,8
2013-01-05T00:00;65;30,3;21,5;24,9;20,9;20,9;27,8;41,8
2013-01-06T00:00;1;29,2;19,6;24,4;0;0;15,1;22
2013-01-07T00:00;51;29,3;23;26,2;0,4;0,4;17;30,2
2013-01-08T00:00;51;28,2;20,3;24,5;0,2;0,2;27,2;33,8
2013-01-09T00:00;1;28,3;21,9;24,8;0;0;23,8;39,2
2013-01-10T00:00;0;29,5;22,1;25,5;0;0;22,1;34,9
2013-01-11T00:00;1;29,8;22,1;25,9;0;0;21,3;33,1
2013-01-12T00:00;1;28,5;21,7;25,2;0;0;21,2;33,5
2013-01-13T00:00;0;29,4;22,5;25,9;0;0;16,8;27,4
2013-01-14T00:00;1;28,9;22,4;25,4;0;0;17,7;31,7
2013-01-15T00:00;0;28,8;22,1;25,3;0;0;19,8;31,7
2013-01-16T00:00;51;30,1;22,7;26,1;0,2;0,2;18,2;29,9
2013-01-17T00:00;61;28,4;22;24,9;5;5;23,2;38,2
2013-01-18T00:00;51;27,1;19,8;23,6;0,3;0,3;23,3;35,3
2013-01-19T00:00;51;23,8;19,5;21,7;0,2;0,2;38;55,8
2013-01-20T00:00;3;24,8;18,3;21,4;0;0;26,8;43,2
2013-01-21T00:00;2;26;19,8;22,6;0;0;23,7;36,7
2013-01-22T00:00;2;27,9;20,8;24;0;0;21,6;35,3
2013-01-23T00:00;51;29,7;22,4;25,9;0,4;0,4;15,5;24,5
2013-01-24T00:00;55;33,5;20,3;27,2;1,6;1,6;39,9;62,6
2013-01-25T00:00;3;22,3;15,2;19,1;0;0;40,8;63,4
2013-01-26T00:00;0;25,8;15,1;20,9;0;0;15,8;29,2
2013-01-27T00:00;0;29,5;19,4;24,5;0;0;23,4;39,2
2013-01-28T00:00;51;32,8;22,3;27,5;0,1;0,1;20,7;33,5
2013-01-29T00:00;51;32,1;23,6;27,9;0,3;0,3;24;25,2
2013-01-30T00:00;0;32,6;23,5;27,9;0;0;23,6;24,5
2013-01-31T00:00;51;30,9;23,6;27,3;0,2;0,2;16,7;28,1
2013-02-01T00:00;63;34,3;23,6;28,9;4,9;4,9;25;37,8
2013-02-02T00:00;55;27,8;20,7;24,5;1,6;1,6;36,5;56,2
2013-02-03T00:00;0;23,5;16,7;20,3;0;0;30,1;52,2
2013-02-04T00:00;0;24,7;16,7;20,8;0;0;20,2;31,3
2013-02-05T00:00;1;27,5;19,1;23,6;0;0;15,9;24,8
2013-02-06T00:00;0;27,9;20,6;24,1;0;0;22,7;33,1
2013-02-07T00:00;1;27,8;20,5;24,2;0;0;20,6;31,7
2013-02-08T00:00;1;29,1;22,3;25,5;0;0;22,9;36,7
2013-02-09T00:00;0;30,3;22,5;26,1;0;0;21,4;33,5
2013-02-10T00:00;61;31;24,6;26,9;3,1;3,1;16,6;27,7
2013-02-11T00:00;55;29,3;22,4;25,9;2,4;2,4;16;18,7
2013-02-12T00:00;53;31,7;22,8;27,2;0,5;0,5;16,6;24,8
2013-02-13T00:00;53;30,3;22,8;26,1;0,5;0,5;21,3;33,8
2013-02-14T00:00;51;29,6;21,6;25,5;0,2;0,2;19,8;31,3
2013-02-15T00:00;0;29;21,8;25,5;0;0;20,3;27,7
2013-02-16T00:00;1;31,1;23,3;27;0;0;20,9;29,9
2013-02-17T00:00;63;28,1;22,5;25,4;8,9;8,9;35,1;49
2013-02-18T00:00;51;23,7;17,5;20,5;0,2;0,2;31,7;51,8
2013-02-19T00:00;53;20,2;18,3;19,4;4,7;4,7;22,9;42,1
2013-02-20T00:00;53;22,4;18,5;20,2;5;5;30;47,9
2013-02-21T00:00;63;23,3;17,9;20,2;24,4;24,4;24,8;40,3
2013-02-22T00:00;2;24,8;17,8;21,3;0;0;20,4;31,7
2013-02-23T00:00;63;25,9;19,3;22,4;8,8;8,8;28,7;44,6
2013-02-24T00:00;63;27,1;20,8;23,2;29,4;29,4;22,5;34,6
2013-02-25T00:00;3;20,8;15,6;18,6;0;0;28,9;45
2013-02-26T00:00;0;20,4;12,4;16,6;0;0;21,6;34,9
2013-02-27T00:00;0;22,1;12,6;17,8;0;0;15;20,2
2013-02-28T00:00;0;23,4;17,1;19,9;0;0;28,3;44,6
2013-03-01T00:00;51;26;18,3;21,9;0,3;0,3;31,8;44,6
2013-03-02T00:00;65;24,2;20;22,2;72,4;72,4;42,1;65,5
2013-03-03T00:00;3;21;16,9;19;0;0;29,5;41,8
2013-03-04T00:00;3;20,5;13,1;17,2;0;0;23;31,3
2013-03-05T00:00;3;22,4;16,2;19,2;0;0;16,2;28,1
2013-03-06T00:00;0;25,9;16,8;21;0;0;24,2;39,2
2013-03-07T00:00;1;26,3;18;22,1;0;0;14;24,5
2013-03-08T00:00;1;26,2;19,6;22,6;0;0;21,2;31
2013-03-09T00:00;61;27,3;20,9;23,9;2;2;15,3;24,5
2013-03-10T00:00;55;24,6;18,3;22,2;1,9;1,9;29,8;45,7
2013-03-11T00:00;51;24,4;14,6;19,2;0,1;0,1;15;27,4
2013-03-12T00:00;3;20,9;15,1;17,8;0;0;28;43,2
2013-03-13T00:00;3;18,2;15;16,6;0;0;22;36,7
2013-03-14T00:00;3;17,5;10,9;14,8;0;0;17,9;28,8
2013-03-15T00:00;51;16,9;12,2;14,4;0,8;0,8;21;34,6
2013-03-16T00:00;1;17,8;10;14;0;0;20,1;31,7
2013-03-17T00:00;3;17,8;12,8;15,2;0;0;25,7;42,1
2013-03-18T00:00;2;20,2;14,7;17,3;0;0;22,7;37,4
2013-03-19T00:00;51;21;15,9;18,5;0,1;0,1;26,6;38,9
2013-03-20T00:00;61;21,4;17,5;19;16,1;16,1;24,9;39,2
2013-03-21T00:00;51;24,6;17,5;20,4;0,8;0,8;29,6;46,1
2013-03-22T00:00;0;22,5;12,7;18,2;0;0;19,5;31
2013-03-23T00:00;53;22,5;16,2;19,1;1,1;1,1;13,8;27,7
2013-03-24T00:00;1;24;16,9;20,3;0;0;16,6;25,9
2013-03-25T00:00;55;23;16;19,2;2,1;2,1;20,2;30,2
2013-03-26T00:00;0;22,3;14,6;18,1;0;0;20,2;32,8
2013-03-27T00:00;2;21,6;14,3;18;0;0;13,7;20,2
2013-03-28T00:00;0;23,2;15,3;19,3;0;0;13,5;20,2
2013-03-29T00:00;0;24,8;16,8;20,6;0;0;16,4;27,4
2013-03-30T00:00;2;25,2;17,9;21,4;0;0;19;29,9
2013-03-31T00:00;53;25;20;21,9;0,7;0,7;28,2;40,3
2013-04-01T00:00;61;23;19,3;21,1;8,7;8,7;28;44,3
2013-04-02T00:00;63;22,8;19,5;20,7;13,9;13,9;18,1;34,9
2013-04-03T00:00;61;21,5;17,8;19,8;3,4;3,4;13,9;28,8
2013-04-04T00:00;3;21,9;15,6;19,2;0;0;16,2;24,5
2013-04-05T00:00;1;24,7;14,9;19,4;0;0;21,3;36
2013-04-06T00:00;2;18,3;12,4;16,3;0;0;31,1;65,9
2013-04-07T00:00;0;18,8;9;14;0;0;16,8;25,6
2013-04-08T00:00;0;21,7;11,6;16,3;0;0;12,8;20,2
2013-04-09T00:00;1;22;14,6;18,1;0;0;23,6;32,8
2013-04-10T00:00;2;21,2;14,9;18,1;0;0;26;38,2
2013-04-11T00:00;55;19,5;17,8;18,7;3,9;3,9;23;36
2013-04-12T00:00;3;18,1;12,4;15,9;0;0;28,4;47,5
2013-04-13T00:00;1;17,6;8,5;13,1;0;0;21,6;36,4
2013-04-14T00:00;2;22,8;11,4;16,5;0;0;26,6;42,5
2013-04-15T00:00;0;23,1;14,2;18;0;0;17,4;29,9
2013-04-16T00:00;1;17;10,9;14,2;0;0;17,7;26,6
2013-04-17T00:00;1;21,5;13,2;16,9;0;0;13,7;23
2013-04-18T00:00;0;24,4;14;18,7;0;0;15,2;25,9
2013-04-19T00:00;0;25,2;15;19,6;0;0;15,3;24,1
2013-04-20T00:00;0;23,7;13,8;19,3;0;0;14,4;22,3
2013-04-21T00:00;0;24,2;16,9;20,2;0;0;17,6;27
2013-04-22T00:00;1;23,5;16,8;19,8;0;0;16,7;27
2013-04-23T00:00;1;24;16,9;20,1;0;0;14,6;23,4
2013-04-24T00:00;1;23,8;17,4;20,2;0;0;14,8;22,7
2013-04-25T00:00;1;25,1;17,5;20,8;0;0;13,6;24,5
2013-04-26T00:00;0;24,7;16,3;20,7;0;0;18;27,4
2013-04-27T00:00;53;24,2;18,9;21,3;0,7;0,7;23,5;36,7
2013-04-28T00:00;63;22,6;17;20;25;25;20,5;36,7
2013-04-29T00:00;3;20,7;14,8;17,3;0;0;22;33,1
2013-04-30T00:00;1;20;13,4;16,8;0;0;16,1;24,5
2013-05-01T00:00;63;20,4;16,3;18;11,9;11,9;21,8;33,8
2013-05-02T00:00;53;20,9;17,4;18,9;3,3;3,3;21,8;37,1
2013-05-03T00:00;63;17,4;12,8;15,9;43;43;35;56,9
2013-05-04T00:00;1;18,1;9,6;13,7;0;0;20,5;36,7
2013-05-05T00:00;1;18,1;11,8;15,1;0;0;19,8;29,2
2013-05-06T00:00;51;21,4;12,6;16,2;0,5;0,5;30,5;46,1
2013-05-07T00:00;51;15,8;9,1;12,6;0,4;0,4;30,1;47,5
2013-05-08T00:00;1;20,4;10,9;15;0;0;28,5;46,1
2013-05-09T00:00;1;20,3;13,7;16,8;0;0;19,8;28,4
2013-05-10T00:00;1;21,1;15;17,8;0;0;22,1;36,4
2013-05-11T00:00;53;20,4;13,7;17,9;1,2;1,2;20,6;33,5
2013-05-12T00:00;1;18,7;10,8;14,5;0;0;11,2;18,4
2013-05-13T00:00;3;18,3;12,7;15,4;0;0;10,2;17,6
2013-05-14T00:00;55;19,1;12,7;15,5;1,6;1,6;30,5;32,4
2013-05-15T00:00;63;12,5;7,8;9,4;13,1;13,1;33,3;49
2013-05-16T00:00;0;11,4;4,9;8;0;0;28,2;42,8
2013-05-17T00:00;0;13,2;5,7;9,3;0;0;12,7;21,6
2013-05-18T00:00;53;12,6;9,2;10,7;3,1;3,1;17,9;26,3
2013-05-19T00:00;3;13,5;11,1;11,9;0;0;13;25,2
2013-05-20T00:00;3;14,9;8,8;11,5;0;0;14;21,6
2013-05-21T00:00;2;15,1;6,9;10,8;0;0;11,8;19,1
2013-05-22T00:00;3;15,8;10,6;12,9;0;0;14,4;22,3
2013-05-23T00:00;3;17,1;12,2;14,2;0;0;13,4;24,1
2013-05-24T00:00;1;16,6;9,5;12,7;0;0;18,8;30,6
2013-05-25T00:00;0;16,4;10,8;13,3;0;0;18,8;27,7
2013-05-26T00:00;2;17,2;11,8;14,2;0;0;21,3;33,1
2013-05-27T00:00;3;17,7;10,2;14,2;0;0;17,3;25,2
2013-05-28T00:00;65;17,5;14,9;16;17,1;17,1;26,7;36,4
2013-05-29T00:00;51;16,9;11,7;13,8;0,1;0,1;28,8;41,4
2013-05-30T00:00;1;17;8,5;12,6;0;0;27,2;41,4
2013-05-31T00:00;51;17,7;12,8;14,8;0,5;0,5;31,2;61,6
2013-06-01T00:00;1;18,5;8,9;13,8;0;0;21,7;31,3
2013-06-02T00:00;3;14,8;10,4;12,5;0;0;24,8;37,1
2013-06-03T00:00;2;17,6;9,9;13,1;0;0;23;35,3
2013-06-04T00:00;1;18,8;11,7;14,3;0;0;26,3;40
2013-06-05T00:00;2;20,2;10,5;14,6;0;0;28;41,4
2013-06-06T00:00;0;13,2;7,6;10,5;0;0;27,3;39,2
2013-06-07T00:00;0;16,2;8,8;11,7;0;0;24,8;41,4
2013-06-08T00:00;2;12,5;7,6;10,4;0;0;21;32,8
2013-06-09T00:00;53;14,8;10,8;12,7;3,4;3,4;17,8;27
2013-06-10T00:00;3;18,1;10,1;13,3;0;0;13,2;22
2013-06-11T00:00;3;19,1;10,1;14,3;0;0;15,4;23
2013-06-12T00:00;1;21,2;14,3;17,1;0;0;18,4;29,9
2013-06-13T00:00;1;22,6;16,2;18,6;0;0;18,7;31,7
2013-06-14T00:00;3;16,4;9,6;11,8;0;0;29,6;46,4
2013-06-15T00:00;1;13,8;7,7;10,6;0;0;23,8;38,5
2013-06-16T00:00;53;13,6;7,9;11,3;2,4;2,4;25,1;43,2
2013-06-17T00:00;1;11,7;5,5;8,6;0;0;16,5;25,2
2013-06-18T00:00;3;14,9;8,2;11,2;0;0;24,6;34,9
2013-06-19T00:00;1;9,8;2,9;6,3;0;0;23,9;35,3
2013-06-20T00:00;1;10,8;2,7;6,7;0;0;10,9;16,2
2013-06-21T00:00;0;11,7;3,2;7,8;0;0;21,3;31,3
2013-06-22T00:00;3;12,9;7,4;9,7;0;0;22,5;34,6
2013-06-23T00:00;3;11,7;5,5;8,6;0;0;14,4;20,5
2013-06-24T00:00;1;11,6;6,8;8,9;0;0;19,1;29,5
2013-06-25T00:00;3;12,8;6,3;9,4;0;0;12,7;21,2
2013-06-26T00:00;3;15,5;5,4;9,7;0;0;19,6;30,6
2013-06-27T00:00;2;15,3;8,3;11,7;0;0;23;32,8
2013-06-28T00:00;53;15,3;10,1;12,2;2,8;2,8;18,8;31,7
2013-06-29T00:00;1;15,4;8,2;11,2;0;0;20,8;33,1
2013-06-30T00:00;3;13,9;4,9;8,6;0;0;12;21,6
2013-07-01T00:00;3;14,7;6;10,3;0;0;17,8;25,9
2013-07-02T00:00;1;17,1;9,5;12,9;0;0;32,2;47,9
2013-07-03T00:00;1;18,9;11,3;14,8;0;0;30,3;47,2
2013-07-04T00:00;61;16,6;13,1;15,1;3,9;3,9;19,7;25,2
2013-07-05T00:00;3;14,9;12,2;13,5;0;0;15,6;27,7
2013-07-06T00:00;51;16;10,8;13,6;1,2;1,2;26,8;41
2013-07-07T00:00;3;10,8;6,1;9;0;0;22,4;33,8
